entry,conditioning,generic,type,sample,outcome,detail
"dbarts","family=auto","","","","accepted","list len2"
"dbarts","family=gaussian","","","","accepted","list len2"
"dbarts","family=probit","","","","accepted","list len2"
"dbarts","family=logistic","","","","accepted","list len2"
"dbarts","family=aft","","","","accepted","list len2"
"dbarts","family=multinomial","","","","accepted","list len2"
"dbarts","family=ordinal","","","","accepted","list len2"
"dbarts","family=nbinom","","","","accepted","list len2"
"dbarts","family=hazard","","","","accepted","list len2"
"dbarts","family=hazard.probit","","","","accepted","list len2"
"dbarts","family=hazard.logistic","","","","accepted","list len2"
"dbarts","family=hurdle.lognormal","","","","refused","family ""hurdle.lognormal"" fits two component samplers and is only available through bart2()"
"dbarts","family=twopart","","","","refused","family ""hurdle.lognormal"" fits two component samplers and is only available through bart2()"
"dbarts","family=zzz-invalid","","","","error-without-reason","'arg' should be one of “auto”, “gaussian”, “probit”, “logistic”, “aft”, “multinomial”, “ordinal”, “nbinom”, “hazard”, “hazard.probit”, “hazard.logistic”, “hurdle.lognormal”, “twopart”"
"bart2","family=auto","","","","accepted","bart len15"
"bart2","family=gaussian","","","","accepted","bart len15"
"bart2","family=probit","","","","accepted","bart len11"
"bart2","family=logistic","","","","accepted","bart len11"
"bart2","family=aft","","","","accepted","bart len16"
"bart2","family=multinomial","","","","accepted","bartMultinomial len11"
"bart2","family=ordinal","","","","accepted","bartOrdinal len15"
"bart2","family=nbinom","","","","accepted","bartNegbin len13"
"bart2","family=hazard","","","","refused","discrete-time hazard fits do not take a 'test' set; expand test subjects with survivalProbabilities(fit, times, newdata = )"
"bart2","family=hazard.probit","","","","refused","discrete-time hazard fits do not take a 'test' set; expand test subjects with survivalProbabilities(fit, times, newdata = )"
"bart2","family=hazard.logistic","","","","refused","discrete-time hazard fits do not take a 'test' set; expand test subjects with survivalProbabilities(fit, times, newdata = )"
"bart2","family=hurdle.lognormal","","","","refused","family = ""hurdle.lognormal"" does not take a 'test' set; the positive-part fit is given the full training x as its own x.test"
"bart2","family=twopart","","","","refused","family = ""hurdle.lognormal"" does not take a 'test' set; the positive-part fit is given the full training x as its own x.test"
"bart2","family=zzz-invalid","","","","error-without-reason","'arg' should be one of “auto”, “gaussian”, “probit”, “logistic”, “aft”, “multinomial”, “ordinal”, “nbinom”, “hazard”, “hazard.probit”, “hazard.logistic”, “hurdle.lognormal”, “twopart”"
"bart","family=auto","","","","accepted","bart len15"
"bart","family=logistic","","","","accepted","bart len9"
"bart","family=aft","","","","accepted","bart len16"
"bart","family=zzz-invalid","","","","error-without-reason","'arg' should be one of “auto”, “logistic”, “aft”"
"rbart_vi","family=auto","","","","accepted","rbart len18"
"rbart_vi","family=gaussian","","","","accepted","rbart len18"
"rbart_vi","family=aft","","","","refused","'x' must have the same number of observations as 'y'"
"rbart_vi","family=zzz-invalid","","","","error-without-reason","'arg' should be one of “auto”, “gaussian”, “aft”"
"xbart","family=auto","","","","accepted","numeric len2"
"xbart","family=gaussian","","","","accepted","numeric len2"
"xbart","family=probit","","","","accepted","numeric len2"
"xbart","family=logistic","","","","accepted","numeric len2"
"xbart","family=zzz-invalid","","","","error-without-reason","'arg' should be one of “auto”, “gaussian”, “probit”, “logistic”"
"dbartsSpec","family=auto","","","","accepted","list len4"
"dbartsSpec","family=gaussian","","","","accepted","list len4"
"dbartsSpec","family=probit","","","","accepted","list len4"
"dbartsSpec","family=logistic","","","","accepted","list len4"
"dbartsSpec","family=aft","","","","error-without-reason","fixture dbartsData() build failed"
"dbartsSpec","family=multinomial","","","","refused","family ""multinomial"" cannot fit a 3-level factor response; a 3+-level factor is multinomial (bart2(family = ""multinomial""))"
"dbartsSpec","family=ordinal","","","","accepted","list len4"
"dbartsSpec","family=nbinom","","","","accepted","list len4"
"dbartsSpec","family=zzz-invalid","","","","error-without-reason","'arg' should be one of “auto”, “gaussian”, “probit”, “logistic”, “aft”, “multinomial”, “ordinal”, “nbinom”"
"dbartsSpec","family=multinomial (counts-based dbartsData)","","","","accepted","list len4"
"dbartsData","family=gaussian (dbartsData has no family formal)","","","","error-without-reason","unused argument (family = ""gaussian"")"
"dbartsControl","family=gaussian (dbartsControl has no family formal)","","","","error-without-reason","unused argument (family = ""gaussian"")"
"dbarts","resid.dist=student()","","","","accepted","dbartsSampler len1  attrs=[.xData]"
"dbarts","variance=~x1","","","","accepted","dbartsSampler len1  attrs=[.xData]"
"dbarts","weights=valid","","","","accepted","dbartsSampler len1  attrs=[.xData]"
"dbarts","weights=NA","","","","refused","'weights' cannot be NA"
"dbarts","offset=valid","","","","accepted","dbartsSampler len1  attrs=[.xData]"
"dbarts","test=matrix","","","","accepted","dbartsSampler len1  attrs=[.xData]"
"dbarts","subset=half","","","","accepted","dbartsSampler len1  attrs=[.xData]"
"dbarts","control=sc(keepTrees=FALSE)","","","","accepted","dbartsSampler len1  attrs=[.xData]"
"dbarts","samplerOnly=TRUE (no such formal)","","","","error-without-reason","unused argument (samplerOnly = TRUE)"
"dbarts","n.chains=2-via-formal (no such formal)","","","","error-without-reason","unused argument (n.chains = 2)"
"dbarts","combineChains=FALSE (no such formal)","","","","error-without-reason","unused argument (combineChains = FALSE)"
"dbarts","keepSampler=TRUE (no such formal)","","","","error-without-reason","unused argument (keepSampler = TRUE)"
"dbarts","forests=list(forest())","","","","accepted","dbartsSampler len1  attrs=[.xData]"
"dbarts","family=multinomial + offset.category via dbartsData(counts=)","","","","accepted","dbartsSampler len1  attrs=[.xData]"
"dbarts","sparse predictor (sparseFactor column)","","","","accepted","dbartsSampler len1  attrs=[.xData]"
"dbarts","mixed-matrix predictor","","","","accepted","dbartsSampler len1  attrs=[.xData]"
"bart2","resid.dist=student()","","","","accepted","bart len16"
"bart2","variance=~x1","","","","accepted","bart len15"
"bart2","weights=valid","","","","accepted","bart len16"
"bart2","weights=NA","","","","refused","'weights' cannot be NA"
"bart2","offset=valid","","","","accepted","bart len15"
"bart2","test=matrix","","","","accepted","bart len15"
"bart2","subset=half","","","","accepted","bart len15"
"bart2","keepTrees=FALSE","","","","accepted","bart len15"
"bart2","keepSampler=TRUE","","","","accepted","bart len15"
"bart2","n.chains=2","","","","accepted","bart len15"
"bart2","combineChains=FALSE","","","","accepted","bart len15"
"bart2","samplerOnly=TRUE","","","","accepted","dbartsSampler len1  attrs=[.xData]"
"bart2","forests=list(forest())","","","","refused","unknown argument 'forests'"
"bart2","offset.category (no such formal, via ...)","","","","refused","unknown argument 'offset.category'"
"bart2","sparse predictor (sparseFactor column)","","","","accepted","bart len15"
"bart","resid.dist=student()","","","","accepted","bart len16"
"bart","variance=~x1 (no such formal)","","","","error-without-reason","unused argument (variance = ~x1)"
"bart","weights=valid","","","","accepted","bart len16"
"bart","weights=NA","","","","refused","'weights' cannot be NA"
"bart","offset (no such formal; binaryOffset exists instead)","","","","error-without-reason","unused argument (offset = c(0.0537160069381392, -0.0760989190891737, -0.0187824884351673, 0.00762578349711541, 0.0653245263803526, -0.159399686218384, 0.00379224004394091, 0.160220364927248, 0.0701892805755893, -0.112774640309145, -0.130623153463422, -0.061594361908546, -0.0936672466027253, -0.0142259555616115, 0.0174454915357962, 0.120433899391867, -0.107602489572753, 0.0828438663771038, 0.00646327464740637, -0.111794663544556, 0.115617137740826, 0.0633600572044867, 0.116618858976111, -0.101003419014032,  -0.215296417792162, -0.0615006039415277, 0.00534402810691388, -0.146953077903825, 0.0119234709306893, 0.0531658729532972, -0.146770126497057, 0.0872980980484137, -0.0425706790009019, -0.0561595935264798, 0.162556747810609, -0.130229450424154, 0.138797347324921, 0.00992711805802002, -0.103517757683157, 0.089451311590799))"
"bart","subset=half","","","","accepted","bart len15"
"bart","keeptrees=FALSE","","","","accepted","bart len15"
"bart","keepsampler=TRUE","","","","accepted","bart len15"
"bart","nchain=2","","","","accepted","bart len15"
"bart","combinechains=FALSE","","","","accepted","bart len15"
"bart","sampleronly=TRUE","","","","accepted","dbartsSampler len1  attrs=[.xData]"
"bart","forests= (no such formal)","","","","error-without-reason","unused argument (forests = list(list(NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL)))"
"bart","n.chains=2 (wrong-case formal name)","","","","error-without-reason","unused argument (n.chains = 2)"
"rbart_vi","resid.dist=student() (no such formal)","","","","refused","unknown argument 'resid.dist'"
"rbart_vi","variance=~x1 (no such formal)","","","","refused","unknown argument 'variance'"
"rbart_vi","weights=valid","","","","accepted","rbart len19"
"rbart_vi","weights=NA","","","","refused","'weights' cannot be NA"
"rbart_vi","offset=valid","","","","refused","vectored 'offset' cannot be directly applied to test data of unequal length"
"rbart_vi","subset=half","","","","refused","'group.by' not of length equal to that of data; check for NAs in original data, and for name collisions with 'data' argument and calling environment"
"rbart_vi","keepTrees=FALSE","","","","accepted","rbart len17"
"rbart_vi","keepSampler=TRUE","","","","accepted","rbart len18"
"rbart_vi","n.chains=2","","","","accepted","rbart len20"
"rbart_vi","combineChains=FALSE","","","","accepted","rbart len20"
"rbart_vi","samplerOnly=TRUE (no such formal)","","","","refused","unknown argument 'samplerOnly'"
"rbart_vi","forests= (no such formal)","","","","refused","unknown argument 'forests'"
"xbart","resid.dist=student() (no such formal)","","","","error-without-reason","unused argument (resid.dist = student())"
"xbart","variance=~x1 (no such formal)","","","","error-without-reason","unused argument (variance = ~x1)"
"xbart","weights=valid","","","","accepted","numeric len2"
"xbart","weights=NA","","","","refused","'weights' cannot be NA"
"xbart","offset=valid","","","","accepted","numeric len2"
"xbart","subset=half","","","","accepted","numeric len2"
"xbart","test= (no such formal)","","","","error-without-reason","unused argument (test = c(0.595096074277535, 0.14819427439943, 0.506476829992607, 0.885744070401415, 0.455042398767546, 0.260423714993522, 0.642338733421639, 0.656262686476111, 0.641489894362167, 0.423349555581808, 0.854201158042997, 0.281514967093244, 0.583356539718807, 0.750253239413723, 0.879060130799189, 0.993833311833441, 0.158522235695273, 0.920740715693682, 0.991378775564954, 0.124850039836019, 0.123793451115489, 0.00814699684269726, 0.81756231491454, 0.173982748063281, 0.0187111117411405, 0.818959545809776,  0.506258921697736, 0.901565258158371, 0.774651289917529, 0.470240096095949, 0.195295650046319, 0.539363531861454, 0.337990262778476, 0.248028404545039, 0.48253049259074, 0.207787247607484))"
"xbart","keepTrees= (no such formal)","","","","error-without-reason","unused argument (keepTrees = TRUE)"
"xbart","n.chains= (no such formal)","","","","error-without-reason","unused argument (n.chains = 2)"
"xbart","forests= (no such formal)","","","","error-without-reason","unused argument (forests = list(list(NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL)))"
"class-x-generic","bart","predict","","","exists",""
"class-x-generic","rbart","predict","","","exists",""
"class-x-generic","bartMultinomial","predict","","","exists",""
"class-x-generic","bartOrdinal","predict","","","exists",""
"class-x-generic","bartNegbin","predict","","","exists",""
"class-x-generic","bartHurdle","predict","","","exists",""
"class-x-generic","pdbart","predict","","","no-method",""
"class-x-generic","pd2bart","predict","","","no-method",""
"class-x-generic","dbartsSampler","predict","","","no-method",""
"class-x-generic","bart","extract","","","exists",""
"class-x-generic","rbart","extract","","","exists",""
"class-x-generic","bartMultinomial","extract","","","exists",""
"class-x-generic","bartOrdinal","extract","","","exists",""
"class-x-generic","bartNegbin","extract","","","exists",""
"class-x-generic","bartHurdle","extract","","","exists",""
"class-x-generic","pdbart","extract","","","no-method",""
"class-x-generic","pd2bart","extract","","","no-method",""
"class-x-generic","dbartsSampler","extract","","","exists",""
"class-x-generic","bart","fitted","","","exists",""
"class-x-generic","rbart","fitted","","","exists",""
"class-x-generic","bartMultinomial","fitted","","","exists",""
"class-x-generic","bartOrdinal","fitted","","","exists",""
"class-x-generic","bartNegbin","fitted","","","exists",""
"class-x-generic","bartHurdle","fitted","","","exists",""
"class-x-generic","pdbart","fitted","","","no-method",""
"class-x-generic","pd2bart","fitted","","","no-method",""
"class-x-generic","dbartsSampler","fitted","","","no-method",""
"class-x-generic","bart","residuals","","","exists",""
"class-x-generic","rbart","residuals","","","exists",""
"class-x-generic","bartMultinomial","residuals","","","exists",""
"class-x-generic","bartOrdinal","residuals","","","exists",""
"class-x-generic","bartNegbin","residuals","","","exists",""
"class-x-generic","bartHurdle","residuals","","","exists",""
"class-x-generic","pdbart","residuals","","","no-method",""
"class-x-generic","pd2bart","residuals","","","no-method",""
"class-x-generic","dbartsSampler","residuals","","","no-method",""
"class-x-generic","bart","summary","","","exists",""
"class-x-generic","rbart","summary","","","exists",""
"class-x-generic","bartMultinomial","summary","","","exists",""
"class-x-generic","bartOrdinal","summary","","","exists",""
"class-x-generic","bartNegbin","summary","","","exists",""
"class-x-generic","bartHurdle","summary","","","exists",""
"class-x-generic","pdbart","summary","","","no-method",""
"class-x-generic","pd2bart","summary","","","no-method",""
"class-x-generic","dbartsSampler","summary","","","no-method",""
"class-x-generic","bart","print","","","exists",""
"class-x-generic","rbart","print","","","exists",""
"class-x-generic","bartMultinomial","print","","","exists",""
"class-x-generic","bartOrdinal","print","","","exists",""
"class-x-generic","bartNegbin","print","","","exists",""
"class-x-generic","bartHurdle","print","","","exists",""
"class-x-generic","pdbart","print","","","no-method",""
"class-x-generic","pd2bart","print","","","no-method",""
"class-x-generic","dbartsSampler","print","","","no-method",""
"class-x-generic","bart","plot","","","exists",""
"class-x-generic","rbart","plot","","","exists",""
"class-x-generic","bartMultinomial","plot","","","exists",""
"class-x-generic","bartOrdinal","plot","","","no-method",""
"class-x-generic","bartNegbin","plot","","","no-method",""
"class-x-generic","bartHurdle","plot","","","no-method",""
"class-x-generic","pdbart","plot","","","exists",""
"class-x-generic","pd2bart","plot","","","exists",""
"class-x-generic","dbartsSampler","plot","","","no-method",""
"class-x-generic-extra","bart","plotTree","","","exists",""
"class-x-generic-extra","rbart","plotTree","","","exists",""
"class-x-generic-extra","bartMultinomial","plotTree","","","no-method",""
"class-x-generic-extra","bartOrdinal","plotTree","","","no-method",""
"class-x-generic-extra","bartNegbin","plotTree","","","no-method",""
"class-x-generic-extra","bartHurdle","plotTree","","","no-method",""
"class-x-generic-extra","pdbart","plotTree","","","no-method",""
"class-x-generic-extra","pd2bart","plotTree","","","no-method",""
"class-x-generic-extra","dbartsSampler","plotTree","","","exists",""
"class-x-generic-extra","bart","survivalProbabilities","","","exists",""
"class-x-generic-extra","rbart","survivalProbabilities","","","exists",""
"class-x-generic-extra","bartMultinomial","survivalProbabilities","","","no-method",""
"class-x-generic-extra","bartOrdinal","survivalProbabilities","","","no-method",""
"class-x-generic-extra","bartNegbin","survivalProbabilities","","","no-method",""
"class-x-generic-extra","bartHurdle","survivalProbabilities","","","no-method",""
"class-x-generic-extra","pdbart","survivalProbabilities","","","no-method",""
"class-x-generic-extra","pd2bart","survivalProbabilities","","","no-method",""
"class-x-generic-extra","dbartsSampler","survivalProbabilities","","","no-method",""
"class-x-generic-extra","bart","as_draws_array","","","exists",""
"class-x-generic-extra","rbart","as_draws_array","","","exists",""
"class-x-generic-extra","bartMultinomial","as_draws_array","","","no-method",""
"class-x-generic-extra","bartOrdinal","as_draws_array","","","no-method",""
"class-x-generic-extra","bartNegbin","as_draws_array","","","no-method",""
"class-x-generic-extra","bartHurdle","as_draws_array","","","no-method",""
"class-x-generic-extra","pdbart","as_draws_array","","","no-method",""
"class-x-generic-extra","pd2bart","as_draws_array","","","no-method",""
"class-x-generic-extra","dbartsSampler","as_draws_array","","","no-method",""
"class-x-generic-extra","bart","as_draws_df","","","exists",""
"class-x-generic-extra","rbart","as_draws_df","","","exists",""
"class-x-generic-extra","bartMultinomial","as_draws_df","","","no-method",""
"class-x-generic-extra","bartOrdinal","as_draws_df","","","no-method",""
"class-x-generic-extra","bartNegbin","as_draws_df","","","no-method",""
"class-x-generic-extra","bartHurdle","as_draws_df","","","no-method",""
"class-x-generic-extra","pdbart","as_draws_df","","","no-method",""
"class-x-generic-extra","pd2bart","as_draws_df","","","no-method",""
"class-x-generic-extra","dbartsSampler","as_draws_df","","","no-method",""
"bart2","family=hazard (rep, no test=)","","","","accepted","bart len12"
"bart2","family=hazard.logistic (rep, no test=)","","","","accepted","bart len12"
"bart2","family=gaussian;variance=~x1 (heteroscedastic rep)","","","","accepted","bart len15"
"bart2","family=gaussian;resid.dist=student() (rep)","","","","accepted","bart len16"
"bart2","family=auto (binary y, rep)","","","","accepted","bart len11"
"bart2","family=gaussian;n.chains=2 (rep)","","","","accepted","bart len15"
"pdbart","family=gaussian (rep)","","","","accepted","pdbart len11"
"pd2bart","family=gaussian (rep)","","","","accepted","pd2bart len11"
"fit:bart.aft","class=bart","predict","ev","","accepted","matrix/array 6x12"
"fit:bart.aft","class=bart","predict","ppd","","accepted","matrix/array 6x12"
"fit:bart.aft","class=bart","predict","bart","","accepted","matrix/array 6x12"
"fit:bart.aft","class=bart","predict","forest","","refused","type = ""forest"" is only available on a fit with per-forest reporting (an amplitude-coupled multi-forest fit); this fit has none"
"fit:bart.aft","class=bart","predict","zzz-invalid-type","","refused","type must be in 'ev', 'ppd', 'bart', 'forest'"
"fit:bart.aft","class=bart","extract","ev","train","accepted","matrix/array 6x40"
"fit:bart.aft","class=bart","extract","ev","test","accepted","matrix/array 6x12"
"fit:bart.aft","class=bart","extract","ev","zzz-invalid-sample","refused","sample must be in 'train', 'test'"
"fit:bart.aft","class=bart","extract","ppd","train","accepted","matrix/array 6x40"
"fit:bart.aft","class=bart","extract","ppd","test","accepted","matrix/array 6x12"
"fit:bart.aft","class=bart","extract","ppd","zzz-invalid-sample","refused","sample must be in 'train', 'test'"
"fit:bart.aft","class=bart","extract","bart","train","accepted","matrix/array 6x40"
"fit:bart.aft","class=bart","extract","bart","test","accepted","matrix/array 6x12"
"fit:bart.aft","class=bart","extract","bart","zzz-invalid-sample","refused","sample must be in 'train', 'test'"
"fit:bart.aft","class=bart","extract","loglik","train","accepted","matrix/array 6x40"
"fit:bart.aft","class=bart","extract","loglik","test","refused","cannot extract a test sample log-likelihood; no test response exists"
"fit:bart.aft","class=bart","extract","loglik","zzz-invalid-sample","refused","sample must be in 'train', 'test'"
"fit:bart.aft","class=bart","extract","trees","train","error-without-reason","missing value where TRUE/FALSE needed"
"fit:bart.aft","class=bart","extract","trees","test","error-without-reason","missing value where TRUE/FALSE needed"
"fit:bart.aft","class=bart","extract","trees","zzz-invalid-sample","error-without-reason","missing value where TRUE/FALSE needed"
"fit:bart.aft","class=bart","extract","forest","train","refused","type = ""forest"" is only available on a fit with per-forest reporting (an amplitude-coupled multi-forest fit); this fit has none"
"fit:bart.aft","class=bart","extract","forest","test","refused","type = ""forest"" is only available on a fit with per-forest reporting (an amplitude-coupled multi-forest fit); this fit has none"
"fit:bart.aft","class=bart","extract","forest","zzz-invalid-sample","refused","sample must be in 'train', 'test'"
"fit:bart.aft","class=bart","extract","zzz-invalid-type","train","refused","type must be in 'ev', 'ppd', 'bart', 'loglik', 'trees', 'forest'"
"fit:bart.aft","class=bart","extract","zzz-invalid-type","test","refused","type must be in 'ev', 'ppd', 'bart', 'loglik', 'trees', 'forest'"
"fit:bart.aft","class=bart","extract","zzz-invalid-type","zzz-invalid-sample","refused","type must be in 'ev', 'ppd', 'bart', 'loglik', 'trees', 'forest'"
"fit:bart.aft","class=bart","fitted","ev","train","accepted","numeric len40"
"fit:bart.aft","class=bart","fitted","ev","test","accepted","numeric len12"
"fit:bart.aft","class=bart","fitted","ev","zzz-invalid-sample","refused","sample must be in 'train', 'test'"
"fit:bart.aft","class=bart","fitted","ppd","train","accepted","numeric len40"
"fit:bart.aft","class=bart","fitted","ppd","test","accepted","numeric len12"
"fit:bart.aft","class=bart","fitted","ppd","zzz-invalid-sample","refused","sample must be in 'train', 'test'"
"fit:bart.aft","class=bart","fitted","bart","train","accepted","numeric len40"
"fit:bart.aft","class=bart","fitted","bart","test","accepted","numeric len12"
"fit:bart.aft","class=bart","fitted","bart","zzz-invalid-sample","refused","sample must be in 'train', 'test'"
"fit:bart.aft","class=bart","fitted","zzz-invalid-type","train","refused","type must be in 'ev', 'ppd', 'bart'"
"fit:bart.aft","class=bart","fitted","zzz-invalid-type","test","refused","type must be in 'ev', 'ppd', 'bart'"
"fit:bart.aft","class=bart","fitted","zzz-invalid-type","zzz-invalid-sample","refused","type must be in 'ev', 'ppd', 'bart'"
"fit:bart.aft","class=bart","residuals","ev","","accepted","numeric len40"
"fit:bart.aft","class=bart","residuals","zzz-invalid-type","","refused","type must be in 'ev', 'ppd', 'bart'"
"fit:bart.aft","class=bart","summary","","","accepted","summary.bart len3"
"fit:bart.aft","class=bart","print","","","accepted","bart len16"
"fit:bart.aft","class=bart","plot","","","accepted","NULL len0"
"fit:bart.aft","class=bart","plotTree","","","accepted","NULL len0"
"fit:bart.aft","class=bart","survivalProbabilities","","","accepted","array 6x3x12"
"fit:bart.aft","class=bart","as_draws_array","","","accepted","draws_array/draws/array 6x1x1 dimnames=[{1,2,3,...},{1},{sigma}]"
"fit:bart.aft","class=bart","as_draws_df","","","accepted","draws_df/draws/tbl_df/tbl/data.frame 6x4 dimnames=[{1,2,3,...},{sigma,.chain,.iteration,...}] attrs=[row.names]"
"fit:bart.auto.binary","class=bart","predict","ev","","accepted","matrix/array 6x12"
"fit:bart.auto.binary","class=bart","predict","ppd","","accepted","matrix/array 6x12 dimnames=[NULL,NULL]"
"fit:bart.auto.binary","class=bart","predict","bart","","accepted","matrix/array 6x12"
"fit:bart.auto.binary","class=bart","predict","forest","","refused","type = ""forest"" is only available on a fit with per-forest reporting (an amplitude-coupled multi-forest fit); this fit has none"
"fit:bart.auto.binary","class=bart","predict","zzz-invalid-type","","refused","type must be in 'ev', 'ppd', 'bart', 'forest'"
"fit:bart.auto.binary","class=bart","extract","ev","train","accepted","matrix/array 6x40"
"fit:bart.auto.binary","class=bart","extract","ev","test","accepted","matrix/array 6x12"
"fit:bart.auto.binary","class=bart","extract","ev","zzz-invalid-sample","refused","sample must be in 'train', 'test'"
"fit:bart.auto.binary","class=bart","extract","ppd","train","accepted","matrix/array 6x40 dimnames=[NULL,NULL]"
"fit:bart.auto.binary","class=bart","extract","ppd","test","accepted","matrix/array 6x12 dimnames=[NULL,NULL]"
"fit:bart.auto.binary","class=bart","extract","ppd","zzz-invalid-sample","refused","sample must be in 'train', 'test'"
"fit:bart.auto.binary","class=bart","extract","bart","train","accepted","matrix/array 6x40"
"fit:bart.auto.binary","class=bart","extract","bart","test","accepted","matrix/array 6x12"
"fit:bart.auto.binary","class=bart","extract","bart","zzz-invalid-sample","refused","sample must be in 'train', 'test'"
"fit:bart.auto.binary","class=bart","extract","loglik","train","accepted","matrix/array 6x40"
"fit:bart.auto.binary","class=bart","extract","loglik","test","refused","cannot extract a test sample log-likelihood; no test response exists"
"fit:bart.auto.binary","class=bart","extract","loglik","zzz-invalid-sample","refused","sample must be in 'train', 'test'"
"fit:bart.auto.binary","class=bart","extract","trees","train","error-without-reason","missing value where TRUE/FALSE needed"
"fit:bart.auto.binary","class=bart","extract","trees","test","error-without-reason","missing value where TRUE/FALSE needed"
"fit:bart.auto.binary","class=bart","extract","trees","zzz-invalid-sample","error-without-reason","missing value where TRUE/FALSE needed"
"fit:bart.auto.binary","class=bart","extract","forest","train","refused","type = ""forest"" is only available on a fit with per-forest reporting (an amplitude-coupled multi-forest fit); this fit has none"
"fit:bart.auto.binary","class=bart","extract","forest","test","refused","type = ""forest"" is only available on a fit with per-forest reporting (an amplitude-coupled multi-forest fit); this fit has none"
"fit:bart.auto.binary","class=bart","extract","forest","zzz-invalid-sample","refused","sample must be in 'train', 'test'"
"fit:bart.auto.binary","class=bart","extract","zzz-invalid-type","train","refused","type must be in 'ev', 'ppd', 'bart', 'loglik', 'trees', 'forest'"
"fit:bart.auto.binary","class=bart","extract","zzz-invalid-type","test","refused","type must be in 'ev', 'ppd', 'bart', 'loglik', 'trees', 'forest'"
"fit:bart.auto.binary","class=bart","extract","zzz-invalid-type","zzz-invalid-sample","refused","type must be in 'ev', 'ppd', 'bart', 'loglik', 'trees', 'forest'"
"fit:bart.auto.binary","class=bart","fitted","ev","train","accepted","numeric len40"
"fit:bart.auto.binary","class=bart","fitted","ev","test","accepted","numeric len12"
"fit:bart.auto.binary","class=bart","fitted","ev","zzz-invalid-sample","refused","sample must be in 'train', 'test'"
"fit:bart.auto.binary","class=bart","fitted","ppd","train","accepted","numeric len40"
"fit:bart.auto.binary","class=bart","fitted","ppd","test","accepted","numeric len12"
"fit:bart.auto.binary","class=bart","fitted","ppd","zzz-invalid-sample","refused","sample must be in 'train', 'test'"
"fit:bart.auto.binary","class=bart","fitted","bart","train","accepted","numeric len40"
"fit:bart.auto.binary","class=bart","fitted","bart","test","accepted","numeric len12"
"fit:bart.auto.binary","class=bart","fitted","bart","zzz-invalid-sample","refused","sample must be in 'train', 'test'"
"fit:bart.auto.binary","class=bart","fitted","zzz-invalid-type","train","refused","type must be in 'ev', 'ppd', 'bart'"
"fit:bart.auto.binary","class=bart","fitted","zzz-invalid-type","test","refused","type must be in 'ev', 'ppd', 'bart'"
"fit:bart.auto.binary","class=bart","fitted","zzz-invalid-type","zzz-invalid-sample","refused","type must be in 'ev', 'ppd', 'bart'"
"fit:bart.auto.binary","class=bart","residuals","ev","","accepted","numeric len40"
"fit:bart.auto.binary","class=bart","residuals","zzz-invalid-type","","refused","type must be in 'ev', 'ppd', 'bart'"
"fit:bart.auto.binary","class=bart","summary","","","accepted","summary.bart len3"
"fit:bart.auto.binary","class=bart","print","","","accepted","bart len11"
"fit:bart.auto.binary","class=bart","plot","","","accepted","NULL len0"
"fit:bart.auto.binary","class=bart","plotTree","","","accepted","NULL len0"
"fit:bart.auto.binary","class=bart","survivalProbabilities","","","refused","survivalProbabilities requires an aft (survival) fit"
"fit:bart.auto.binary","class=bart","as_draws_array","","","accepted","draws_array/draws/array 6x1x1 dimnames=[{1,2,3,...},{1},{k}]"
"fit:bart.auto.binary","class=bart","as_draws_df","","","accepted","draws_df/draws/tbl_df/tbl/data.frame 6x4 dimnames=[{1,2,3,...},{k,.chain,.iteration,...}] attrs=[row.names]"
"fit:bart.gaussian","class=bart","predict","ev","","accepted","matrix/array 6x12"
"fit:bart.gaussian","class=bart","predict","ppd","","accepted","matrix/array 6x12"
"fit:bart.gaussian","class=bart","predict","bart","","accepted","matrix/array 6x12"
"fit:bart.gaussian","class=bart","predict","forest","","refused","type = ""forest"" is only available on a fit with per-forest reporting (an amplitude-coupled multi-forest fit); this fit has none"
"fit:bart.gaussian","class=bart","predict","zzz-invalid-type","","refused","type must be in 'ev', 'ppd', 'bart', 'forest'"
"fit:bart.gaussian","class=bart","extract","ev","train","accepted","matrix/array 6x40"
"fit:bart.gaussian","class=bart","extract","ev","test","accepted","matrix/array 6x12"
"fit:bart.gaussian","class=bart","extract","ev","zzz-invalid-sample","refused","sample must be in 'train', 'test'"
"fit:bart.gaussian","class=bart","extract","ppd","train","accepted","matrix/array 6x40"
"fit:bart.gaussian","class=bart","extract","ppd","test","accepted","matrix/array 6x12"
"fit:bart.gaussian","class=bart","extract","ppd","zzz-invalid-sample","refused","sample must be in 'train', 'test'"
"fit:bart.gaussian","class=bart","extract","bart","train","accepted","matrix/array 6x40"
"fit:bart.gaussian","class=bart","extract","bart","test","accepted","matrix/array 6x12"
"fit:bart.gaussian","class=bart","extract","bart","zzz-invalid-sample","refused","sample must be in 'train', 'test'"
"fit:bart.gaussian","class=bart","extract","loglik","train","accepted","matrix/array 6x40"
"fit:bart.gaussian","class=bart","extract","loglik","test","refused","cannot extract a test sample log-likelihood; no test response exists"
"fit:bart.gaussian","class=bart","extract","loglik","zzz-invalid-sample","refused","sample must be in 'train', 'test'"
"fit:bart.gaussian","class=bart","extract","trees","train","error-without-reason","missing value where TRUE/FALSE needed"
"fit:bart.gaussian","class=bart","extract","trees","test","error-without-reason","missing value where TRUE/FALSE needed"
